trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9900498337491681}",20,0,-107.98291686435729,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.9801986733067553}",20,0,-9.683073873607313,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9704455335485082}",25,0,-88.20097245179252,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.9607894391523232}",20,0,-37.89869919540854,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.951229424500714}",20,0,-76.25608469111174,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9417645335842487}",25,0,-179.98895700115236,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
7,False,"{'a': 0.5, 'e': 0.9323938199059483}",20,0,-146.4585716620554,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9231163463866358}",30,0,-72.34827727511343,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9139311852712282}",25,0,-150.43754949253895,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.9048374180359595}",25,0,-137.55720014374333,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.8958341352965282}",30,0,-140.84799903520064,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.8869204367171575}",25,13,-69.79413832905341,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
13,False,"{'a': 0.5, 'e': 0.8780954309205613}",20,15,2.8351943745807455,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.8693582353988059}",25,0,-181.48258771759615,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.8607079764250578}",25,0,-122.10880430720337,"{0: 12, 1: 4, 2: 8, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.8521437889662113}",20,0,-108.15321890148401,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.8436648165963837}",30,6,-56.809485430090234,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
18,False,"{'a': 0.5, 'e': 0.835270211411272}",20,0,-29.977164045170422,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.8269591339433623}",20,0,-115.50334838334913,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8187307530779818}",25,0,-148.07602281908478,"{0: 16, 1: 2, 2: 2, 3: 3, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.8105842459701871}",25,12,-71.90170903542355,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
22,False,"{'a': 0.5, 'e': 0.8025187979624785}",30,0,-79.93394916110633,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.794533602503334}",25,0,-105.4166611170751,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.7866278610665535}",20,0,-47.33358521907716,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.7788007830714049}",25,0,-64.2188485094839,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.7710515858035663}",35,0,-152.20131561144208,"{0: 23, 1: 2, 2: 7, 3: 1, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.7633794943368531}",25,0,-41.02321584752933,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.7557837414557255}",30,9,-71.0936487823549,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 1}",1
29,False,"{'a': 0.5, 'e': 0.7482635675785653}",20,0,-43.11559458720048,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.7408182206817179}",25,2,-56.146976948641516,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 1}",1
31,False,"{'a': 0.5, 'e': 0.7334469562242892}",20,4,-53.21274477171932,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 1}",1
32,False,"{'a': 0.5, 'e': 0.7261490370736909}",20,0,11.43333213589262,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.7189237334319262}",20,0,-45.48286981524797,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.7117703227626097}",25,0,-79.92745190567729,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.7046880897187134}",20,0,-25.97085465825401,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.697676326071031}",25,0,-34.58041391903538,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.6907343306373547}",20,0,-95.79322776957324,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.6838614092123558}",25,0,-247.8744245167441,"{0: 10, 1: 3, 2: 8, 3: 0, 4: 4}",0
39,False,"{'a': 0.5, 'e': 0.6770568744981647}",20,11,5.772943975243016,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.6703200460356393}",20,0,-85.1915449467595,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.6636502501363194}",20,0,-73.01238187845232,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.6570468198150567}",20,0,-93.89177857622371,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.6505090947233165}",30,0,-93.38360309076977,"{0: 25, 1: 0, 2: 1, 3: 2, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.6440364210831414}",20,0,-114.18157236009144,"{0: 13, 1: 1, 2: 1, 3: 4, 4: 1}",1
45,False,"{'a': 0.5, 'e': 0.6376281516217733}",20,0,-80.09534358303621,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.631283645506926}",20,0,-55.99949727440927,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.6250022682827008}",25,0,3.3618695613124707,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.6187833918061408}",20,0,-59.85388159708388,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.6126263941844161}",30,20,9.82309829711625,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.6065306597126334}",25,0,-42.21356097160752,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.6004955788122659}",20,0,-37.605605019919,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.5945205479701944}",20,0,-52.51150069402162,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.5886049696783552}",25,0,-42.35924370515977,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.5827482523739896}",30,6,-103.23339211677785,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 2}",1
55,False,"{'a': 0.5, 'e': 0.5769498103804866}",20,0,-80.374258720374,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.5712090638488149}",25,2,-43.20887120770772,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
57,False,"{'a': 0.5, 'e': 0.5655254386995371}",20,3,-53.45658043176812,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
58,False,"{'a': 0.5, 'e': 0.559898366565402}",25,16,4.679111393655653,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.5543272847345071}",20,4,-8.58065396410653,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.5488116360940265}",20,0,-63.61654440661284,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.5433508690744998}",25,3,-34.981442883684586,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
62,False,"{'a': 0.5, 'e': 0.5379444375946745}",25,3,-30.189985143453683,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.5325918010068972}",20,2,-8.211581653841051,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.5272924240430485}",20,0,-61.368199185071326,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.522045776761016}",25,6,-38.48722656735353,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 1}",1
66,False,"{'a': 0.5, 'e': 0.5168513344916992}",25,2,-15.433701983646717,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.5117085777865424}",25,8,-99.86199934930767,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 2}",1
68,False,"{'a': 0.5, 'e': 0.5066169923655895}",30,0,4.101428844387971,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.5015760690660556}",20,10,10.045154996639418,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.4965853037914095}",25,0,-40.809784987396675,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.4916441974609651}",35,5,-47.91272384812755,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.4867522559599717}",20,0,-41.74850261349719,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.48190899009020244}",35,24,-52.98389878014447,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
74,False,"{'a': 0.5, 'e': 0.4771139155210344}",25,19,7.535506329947048,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.4723665527410147}",20,5,-26.274184576059273,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
76,False,"{'a': 0.5, 'e': 0.46766642700990924}",20,11,-31.297796409136115,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.46301306831122807}",25,0,-93.57382722296961,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.4584060113052235}",25,9,1.912377135932465,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.45384479528235583}",20,0,-34.661691339477386,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.44932896411722156}",25,15,-36.621255286036934,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
81,False,"{'a': 0.5, 'e': 0.4448580662229411}",20,14,-4.19459929861035,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.4404316545059993}",20,16,8.016634428850901,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.4360492863215356}",20,6,10.7427724207562,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.43171052342907973}",20,0,-15.764763901915973,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.4274149319487267}",20,13,16.09779767217854,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.4231620823177488}",25,15,-103.63760766698189,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 2}",1
87,False,"{'a': 0.5, 'e': 0.418951549247639}",20,6,11.763982559190183,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.4147829116815814}",20,9,9.537477659731874,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.4106557527523455}",25,8,20.6342818232678,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.4065696597405991}",30,0,-41.10467935886221,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.40252422403363597}",20,6,-47.9603063651343,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.39851904108451414}",25,12,-20.593074227126383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
93,False,"{'a': 0.5, 'e': 0.3945537103716011}",20,1,-85.64203523731109,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.39062783535852114}",20,0,-57.01254100748733,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.38674102345450123}",35,21,1.2371273695967218,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.38289288597511206}",20,10,16.816005128115634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37908303810339883}",35,21,26.743396133414958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37531109885139957}",25,13,-13.789772842711809,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,12,15.058960500181222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36787944117144233}",25,0,6.050501676091654,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.3642189795715233}",20,4,-21.180994821032368,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.3605949401730783}",25,3,-32.18533513872959,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.3570069605691474}",20,15,10.361502115355671,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.35345468195878016}",20,4,25.06710220544379,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.3499377491111553}",25,0,-52.99684374964536,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.3464558103300574}",25,8,-56.59396794794108,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.34300851741870664}",20,0,17.08331390212096,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.3395955256449391}",20,4,3.57748709453649,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.3362164937067333}",25,0,-48.998584099148275,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.33287108369807955}",25,0,-60.37880645289065,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
111,False,"{'a': 0.5, 'e': 0.32955896107518906}",25,19,2.705895923051496,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.32627979462303947}",30,8,-25.133096392521797,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.32303325642225295}",20,13,13.78170345354064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.31981902181630395}",25,8,-4.150124455241276,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.3166367693790533}",20,12,6.4189191331387905,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3134861808826053}",25,0,16.061675751449478,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.31036694126548503}",25,11,-20.056070559847957,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.30727873860113125}",20,9,-23.564922346685886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
119,False,"{'a': 0.5, 'e': 0.3042212640667041}",25,17,15.390632439716795,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.30119421191220214}",20,2,-6.680151503875692,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.2981972794298874}",20,0,-40.55149548547835,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.2952301669240142}",20,8,9.424002678784646,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2922925776808594}",20,1,-32.22345629201834,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.2893842179390506}",25,5,24.77502568038905,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2865047968601901}",25,14,-29.0362334866686,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.2836540264997704}",25,14,-8.965160392233612,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2808316217783798}",25,14,-34.369346867879585,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.27803730045319414}",25,6,9.273597352498667,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.27527078308975234}",30,13,-20.75673510268804,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
130,False,"{'a': 0.5, 'e': 0.2725317930340126}",20,0,21.75460908865422,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.2698200563846868}",20,9,-20.56228532749426,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.26713530196585034}",25,11,27.42849281242254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.26447726129982396}",30,19,20.091397375746183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.261845668580326}",30,18,11.512576337271726,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.2592402606458915}",25,15,12.669214366170653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2566607769535559}",20,8,21.50862315814139,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.25410695955280027}",25,15,17.39237280206972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.2515785530597565}",20,9,11.055338811164583,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24907530463166822}",20,0,29.172001628613813,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.2465969639416065}",25,1,4.835856224488991,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2441432831534371}",25,3,9.778666411886526,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.24171401689703645}",30,5,10.405066353874945,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23930892224375455}",25,13,6.072632403034205,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23692775868212176}",25,0,14.119552418247883,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.23457028809379765}",25,12,4.143673871656175,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23223627472975883}",25,11,-16.462821817397586,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.22992548518672384}",25,8,12.666964866020594,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22763768838381274}",30,1,-3.861621944906453,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22537265553943872}",20,13,13.118001788499646,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22313016014842982}",25,7,10.811874175553296,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2209099779593782}",25,5,10.937269875935774,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.21871188695221475}",20,11,16.77934737445905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21653566731600707}",30,11,24.26352590522105,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21438110142697794}",20,13,4.0162912281874,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21224797382674304}",20,6,-18.95847082406299,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,12,4.926817523762801,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20804518235702046}",20,8,9.080815805999844,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20597509820488344}",30,15,5.618385410132481,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.20392561173421342}",25,16,-29.424711534012715,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.20189651799465538}",25,20,7.925193733595508,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.1998876140751445}",20,0,12.881751470947084,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.19789869908361465}",25,14,-26.501270559399583,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.19592957412690937}",25,8,-3.2696494309056767,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.1939800422908919}",20,10,18.821971256871038,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19204990862075413}",25,13,12.931205399786572,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.19013898010152055}",35,13,-8.158296932297228,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.1882470656387468}",20,16,8.23703577496472,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.18637397603940997}",20,0,-9.579472515709556,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.18451952399298926}",25,8,10.038556614040461,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,16,9.625258395512224,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.1808657926171221}",20,11,2.8516323533313948,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17906614791149322}",20,15,8.579640334351803,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17728440996987782}",30,21,3.7687485018799403,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17552040061699686}",20,11,1.3342793028328241,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,9,15.968875004667378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,0,7.774759268692926,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.17033298882540943}",25,19,11.16747046851976,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1686381472685955}",20,9,12.637667543301383,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1669601696670407}",20,14,11.186913935036362,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16529888822158653}",35,21,-23.68531597888332,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.16365413680270405}",30,0,-104.6263239171568,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 3}",0
182,False,"{'a': 0.5, 'e': 0.16202575093388075}",30,22,15.124210767996884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.16041356777517274}",30,0,-49.81585263303483,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.15881742610692068}",20,0,17.433840492780163,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
